region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,source_file,week_start,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,b_vic,b_yam,h3n2v,a_h5,a_h1,a_unable_to_subtype
National,NA,2024,37,62349,271,26,0.476351,0.43465,0.0417007,ICL_NREVSS_Clinical_Labs.csv,2024-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,38,63235,295,41,0.531351,0.466514,0.0648375,ICL_NREVSS_Clinical_Labs.csv,2024-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,39,57421,244,60,0.529423,0.424932,0.104491,ICL_NREVSS_Clinical_Labs.csv,2024-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,40,66165,390,56,0.674072,0.589436,0.0846369,ICL_NREVSS_Clinical_Labs.csv,2024-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,41,69715,414,54,0.671305,0.593846,0.0774582,ICL_NREVSS_Clinical_Labs.csv,2024-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,42,72764,465,63,0.725634,0.639052,0.0865813,ICL_NREVSS_Clinical_Labs.csv,2024-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,43,75599,643,86,0.964298,0.85054,0.113758,ICL_NREVSS_Clinical_Labs.csv,2024-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,44,75256,843,74,1.21851,1.12018,0.098331,ICL_NREVSS_Clinical_Labs.csv,2024-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,45,76715,1088,84,1.52773,1.41824,0.109496,ICL_NREVSS_Clinical_Labs.csv,2024-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,46,81959,1604,126,2.11081,1.95708,0.153735,ICL_NREVSS_Clinical_Labs.csv,2024-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,47,86733,2291,167,2.83398,2.64144,0.192545,ICL_NREVSS_Clinical_Labs.csv,2024-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,48,83808,3122,187,3.94831,3.72518,0.223129,ICL_NREVSS_Clinical_Labs.csv,2024-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,49,98298,4803,261,5.15168,4.88616,0.265519,ICL_NREVSS_Clinical_Labs.csv,2024-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,50,106217,8760,368,8.59373,8.24727,0.346461,ICL_NREVSS_Clinical_Labs.csv,2024-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,51,123538,17004,513,14.1794,13.7642,0.415257,ICL_NREVSS_Clinical_Labs.csv,2024-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2024,52,131071,23288,612,18.2344,17.7675,0.466923,ICL_NREVSS_Clinical_Labs.csv,2024-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,1,138730,24614,660,18.2181,17.7424,0.475744,ICL_NREVSS_Clinical_Labs.csv,2024-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,2,133713,23900,700,18.3976,17.8741,0.523509,ICL_NREVSS_Clinical_Labs.csv,2025-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,3,141593,32808,926,23.8246,23.1706,0.653987,ICL_NREVSS_Clinical_Labs.csv,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,4,148220,41315,1293,28.7465,27.8741,0.872352,ICL_NREVSS_Clinical_Labs.csv,2025-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,5,173919,52929,2113,31.6481,30.4331,1.21493,ICL_NREVSS_Clinical_Labs.csv,2025-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,6,178400,53136,2900,31.4103,29.7848,1.62556,ICL_NREVSS_Clinical_Labs.csv,2025-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,7,160655,41545,3177,27.8373,25.8598,1.97753,ICL_NREVSS_Clinical_Labs.csv,2025-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,8,141640,30297,3612,23.9403,21.3901,2.55013,ICL_NREVSS_Clinical_Labs.csv,2025-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,9,133283,22365,3598,19.4796,16.7801,2.69952,ICL_NREVSS_Clinical_Labs.csv,2025-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,10,117138,14896,3677,15.8557,12.7166,3.13903,ICL_NREVSS_Clinical_Labs.csv,2025-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,11,107927,10590,3779,13.3136,9.81219,3.50144,ICL_NREVSS_Clinical_Labs.csv,2025-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,12,97458,6506,3950,10.7287,6.6757,4.05303,ICL_NREVSS_Clinical_Labs.csv,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,13,90719,4481,3891,9.2285,4.93943,4.28907,ICL_NREVSS_Clinical_Labs.csv,2025-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,14,82839,2864,3415,7.57976,3.45731,4.12245,ICL_NREVSS_Clinical_Labs.csv,2025-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,15,79981,1869,3063,6.16646,2.3368,3.82966,ICL_NREVSS_Clinical_Labs.csv,2025-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,16,74734,1348,2599,5.2814,1.80373,3.47767,ICL_NREVSS_Clinical_Labs.csv,2025-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,17,72236,1004,2189,4.42023,1.38989,3.03034,ICL_NREVSS_Clinical_Labs.csv,2025-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,18,64423,621,1531,3.34042,0.963941,2.37648,ICL_NREVSS_Clinical_Labs.csv,2025-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,19,55634,399,1060,2.6225,0.717187,1.90531,ICL_NREVSS_Clinical_Labs.csv,2025-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,20,53718,283,868,2.14267,0.526825,1.61585,ICL_NREVSS_Clinical_Labs.csv,2025-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,21,50966,265,714,1.92089,0.519954,1.40093,ICL_NREVSS_Clinical_Labs.csv,2025-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,22,47471,289,596,1.8643,0.608793,1.2555,ICL_NREVSS_Clinical_Labs.csv,2025-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,23,45903,264,470,1.59902,0.575126,1.0239,ICL_NREVSS_Clinical_Labs.csv,2025-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,24,42499,195,317,1.20473,0.458834,0.7459,ICL_NREVSS_Clinical_Labs.csv,2025-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,25,39431,188,221,1.03725,0.476782,0.560473,ICL_NREVSS_Clinical_Labs.csv,2025-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,26,35472,172,129,0.848557,0.484889,0.363667,ICL_NREVSS_Clinical_Labs.csv,2025-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,27,34715,161,116,0.797926,0.463776,0.33415,ICL_NREVSS_Clinical_Labs.csv,2025-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,28,34856,152,120,0.780353,0.43608,0.344274,ICL_NREVSS_Clinical_Labs.csv,2025-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,29,33403,114,67,0.541867,0.341287,0.200581,ICL_NREVSS_Clinical_Labs.csv,2025-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,30,34038,102,37,0.408367,0.299665,0.108702,ICL_NREVSS_Clinical_Labs.csv,2025-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,31,33929,112,38,0.4421,0.330101,0.111999,ICL_NREVSS_Clinical_Labs.csv,2025-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,32,36264,104,35,0.3833,0.286786,0.0965144,ICL_NREVSS_Clinical_Labs.csv,2025-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,33,39941,106,32,0.34551,0.265391,0.0801182,ICL_NREVSS_Clinical_Labs.csv,2025-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,34,43996,136,35,0.388672,0.309119,0.0795527,ICL_NREVSS_Clinical_Labs.csv,2025-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,35,49086,155,40,0.397262,0.315772,0.0814896,ICL_NREVSS_Clinical_Labs.csv,2025-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,36,50075,174,22,0.391413,0.347479,0.0439341,ICL_NREVSS_Clinical_Labs.csv,2025-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,37,55646,221,30,0.451066,0.397153,0.0539122,ICL_NREVSS_Clinical_Labs.csv,2025-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,38,56976,233,31,0.463353,0.408944,0.0544089,ICL_NREVSS_Clinical_Labs.csv,2025-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,39,54787,306,46,0.642488,0.558527,0.0839615,ICL_NREVSS_Clinical_Labs.csv,2025-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,40,55743,243,46,0.518451,0.435929,0.0825216,ICL_NREVSS_Clinical_Labs.csv,2025-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,41,56380,257,44,0.533877,0.455835,0.0780419,ICL_NREVSS_Clinical_Labs.csv,2025-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,42,54861,308,51,0.654381,0.561419,0.0929622,ICL_NREVSS_Clinical_Labs.csv,2025-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,43,56143,400,47,0.796181,0.712466,0.0837148,ICL_NREVSS_Clinical_Labs.csv,2025-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,44,56092,553,62,1.09641,0.98588,0.110533,ICL_NREVSS_Clinical_Labs.csv,2025-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,45,61994,1060,120,1.90341,1.70984,0.193567,ICL_NREVSS_Clinical_Labs.csv,2025-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,46,63031,1878,180,3.26506,2.97949,0.285574,ICL_NREVSS_Clinical_Labs.csv,2025-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,47,66175,3334,285,5.46883,5.03816,0.430676,ICL_NREVSS_Clinical_Labs.csv,2025-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,48,63058,4766,293,8.02277,7.55812,0.464652,ICL_NREVSS_Clinical_Labs.csv,2025-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,49,73093,6218,333,8.96255,8.50697,0.455584,ICL_NREVSS_Clinical_Labs.csv,2025-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,50,82800,12222,598,15.4831,14.7609,0.722222,ICL_NREVSS_Clinical_Labs.csv,2025-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,51,105861,25692,1377,25.5703,24.2696,1.30076,ICL_NREVSS_Clinical_Labs.csv,2025-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,52,118959,35721,2035,31.7387,30.028,1.71067,ICL_NREVSS_Clinical_Labs.csv,2025-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2025,53,116539,27098,1654,24.6716,23.2523,1.41927,ICL_NREVSS_Clinical_Labs.csv,2025-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2026,1,107490,18493,1397,18.504,17.2044,1.29966,ICL_NREVSS_Clinical_Labs.csv,2025-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2026,2,94995,14688,1493,17.0335,15.4619,1.57166,ICL_NREVSS_Clinical_Labs.csv,2026-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2026,3,91237,13594,2406,17.5367,14.8997,2.63709,ICL_NREVSS_Clinical_Labs.csv,2026-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2026,4,87211,11997,3228,17.4577,13.7563,3.70137,ICL_NREVSS_Clinical_Labs.csv,2026-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2026,5,92374,11729,5065,18.1804,12.6973,5.48314,ICL_NREVSS_Clinical_Labs.csv,2026-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2026,6,92515,9629,7530,18.5473,10.408,8.13922,ICL_NREVSS_Clinical_Labs.csv,2026-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2026,7,85506,6874,8442,17.9122,8.0392,9.87299,ICL_NREVSS_Clinical_Labs.csv,2026-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,1997,40,1291,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-09-29,0,0,0,0,NA,NA,0,0,0,0
National,NA,1997,41,1513,NA,NA,0.727032,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-10-06,0,0,11,0,NA,NA,0,0,0,0
National,NA,1997,42,1552,NA,NA,1.09536,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-10-13,0,3,13,1,NA,NA,0,0,0,0
National,NA,1997,43,1669,NA,NA,0.419413,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-10-20,0,0,7,0,NA,NA,0,0,0,0
National,NA,1997,44,1897,NA,NA,0.527148,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-10-27,0,9,1,0,NA,NA,0,0,0,0
National,NA,1997,45,2106,NA,NA,0.2849,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-11-03,0,0,6,0,NA,NA,0,0,0,0
National,NA,1997,46,2204,NA,NA,0.362976,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-11-10,0,3,4,1,NA,NA,0,0,0,0
National,NA,1997,47,2533,NA,NA,0.908014,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-11-17,0,5,17,1,NA,NA,0,0,0,0
National,NA,1997,48,2242,NA,NA,1.65031,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-11-24,0,14,22,1,NA,NA,0,0,0,0
National,NA,1997,49,2607,NA,NA,1.53433,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-12-01,0,11,28,1,NA,NA,0,0,0,0
National,NA,1997,50,3086,NA,NA,3.17563,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-12-08,0,37,59,2,NA,NA,0,0,0,0
National,NA,1997,51,3410,NA,NA,7.1261,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-12-15,0,84,159,0,NA,NA,0,0,0,0
National,NA,1997,52,3349,NA,NA,12.6008,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-12-22,0,111,311,0,NA,NA,0,0,0,0
National,NA,1997,53,4402,NA,NA,17.9464,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-12-29,0,161,627,1,NA,NA,0,0,1,0
National,NA,1998,1,5294,NA,NA,19.3049,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1997-12-29,0,211,808,3,NA,NA,0,0,0,0
National,NA,1998,2,5501,NA,NA,20.9235,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-01-05,0,281,863,4,NA,NA,0,0,3,0
National,NA,1998,3,6196,NA,NA,25.6133,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-01-12,0,453,1132,1,NA,NA,0,0,1,0
National,NA,1998,4,6730,NA,NA,28.0684,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-01-19,0,589,1299,1,NA,NA,0,0,0,0
National,NA,1998,5,6288,NA,NA,26.7176,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-01-26,0,413,1266,1,NA,NA,0,0,0,0
National,NA,1998,6,5867,NA,NA,24.3736,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-02-02,0,363,1061,5,NA,NA,0,0,1,0
National,NA,1998,7,4904,NA,NA,20.1264,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-02-09,0,226,757,4,NA,NA,0,0,0,0
National,NA,1998,8,3975,NA,NA,14.239,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-02-16,0,93,469,4,NA,NA,0,0,0,0
National,NA,1998,9,3169,NA,NA,9.6876,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-02-23,0,63,241,3,NA,NA,0,0,0,0
National,NA,1998,10,2658,NA,NA,7.5997,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-03-02,0,47,149,6,NA,NA,0,0,0,0
National,NA,1998,11,2234,NA,NA,5.41629,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-03-09,0,30,86,5,NA,NA,0,0,0,0
National,NA,1998,12,2048,NA,NA,4.10156,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-03-16,0,12,66,6,NA,NA,0,0,0,0
National,NA,1998,13,1683,NA,NA,2.79263,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-03-23,0,11,29,7,NA,NA,0,0,0,0
National,NA,1998,14,1532,NA,NA,2.21932,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-03-30,0,6,22,6,NA,NA,0,0,0,0
National,NA,1998,15,1357,NA,NA,2.87399,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-04-06,0,0,27,12,NA,NA,0,0,0,0
National,NA,1998,16,1421,NA,NA,1.47783,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-04-13,0,1,16,4,NA,NA,0,0,0,0
National,NA,1998,17,1236,NA,NA,1.2945,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-04-20,0,1,9,6,NA,NA,0,0,0,0
National,NA,1998,18,1142,NA,NA,1.40105,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-04-27,0,3,8,5,NA,NA,0,0,0,0
National,NA,1998,19,1038,NA,NA,0.867052,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-05-04,0,0,5,4,NA,NA,0,0,0,0
National,NA,1998,20,938,NA,NA,0.959488,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-05-11,0,0,2,7,NA,NA,0,0,0,0
National,NA,1998,21,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-05-18,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,22,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-05-25,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,23,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-06-01,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,24,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-06-08,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,25,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-06-15,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,26,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-06-22,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,27,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-06-29,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,28,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-07-06,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,29,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-07-13,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,30,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-07-20,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,31,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-07-27,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,32,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-08-03,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,33,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-08-10,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,34,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-08-17,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,35,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-08-24,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,36,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-08-31,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,37,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-09-07,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,38,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-09-14,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,39,0,NA,NA,0,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-09-21,0,0,0,0,NA,NA,0,0,0,0
National,NA,1998,40,1407,NA,NA,0.142146,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-09-28,0,2,0,0,NA,NA,0,0,0,0
National,NA,1998,41,1453,NA,NA,0.344116,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-10-05,0,4,1,0,NA,NA,0,0,0,0
National,NA,1998,42,1654,NA,NA,0.181378,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-10-12,0,0,2,0,NA,NA,0,0,1,0
National,NA,1998,43,1814,NA,NA,0.330761,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-10-19,0,1,0,5,NA,NA,0,0,0,0
National,NA,1998,44,2051,NA,NA,0.877621,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-10-26,0,12,6,0,NA,NA,0,0,0,0
National,NA,1998,45,2222,NA,NA,0.630063,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-11-02,0,5,5,4,NA,NA,0,0,0,0
National,NA,1998,46,2051,NA,NA,0.390054,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-11-09,0,4,0,4,NA,NA,0,0,0,0
National,NA,1998,47,1809,NA,NA,0.939746,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-11-16,0,5,4,8,NA,NA,0,0,0,0
National,NA,1998,48,2397,NA,NA,1.16813,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-11-23,0,11,6,11,NA,NA,0,0,0,0
National,NA,1998,49,2432,NA,NA,1.85033,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-11-30,0,9,15,21,NA,NA,0,0,0,0
National,NA,1998,50,2428,NA,NA,1.72982,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-12-07,0,12,15,14,NA,NA,0,0,1,0
National,NA,1998,51,2207,NA,NA,3.76076,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-12-14,0,21,35,27,NA,NA,0,0,0,0
National,NA,1998,52,2706,NA,NA,5.91279,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1998-12-21,0,47,81,31,NA,NA,0,0,1,0
National,NA,1999,1,3524,NA,NA,9.39274,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-01-04,0,72,183,76,NA,NA,0,0,0,0
National,NA,1999,2,3889,NA,NA,14.7596,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-01-11,0,151,311,111,NA,NA,0,0,1,0
National,NA,1999,3,4262,NA,NA,20.2956,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-01-18,0,193,518,153,NA,NA,0,0,1,0
National,NA,1999,4,5210,NA,NA,22.0729,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-01-25,0,222,658,269,NA,NA,0,0,1,0
National,NA,1999,5,6143,NA,NA,27.3156,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-02-01,0,351,926,400,NA,NA,0,0,1,0
National,NA,1999,6,6574,NA,NA,28.2933,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-02-08,0,317,1134,407,NA,NA,0,0,2,0
National,NA,1999,7,6723,NA,NA,25.5094,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-02-15,0,262,1065,379,NA,NA,0,0,9,0
National,NA,1999,8,6616,NA,NA,25.2267,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-02-22,0,250,1052,366,NA,NA,0,0,1,0
National,NA,1999,9,5933,NA,NA,23.3777,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-03-01,0,184,868,334,NA,NA,0,0,1,0
National,NA,1999,10,4289,NA,NA,20.5875,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-03-08,0,137,528,216,NA,NA,0,0,2,0
National,NA,1999,11,4014,NA,NA,15.6203,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-03-15,0,100,346,176,NA,NA,0,0,5,0
National,NA,1999,12,3242,NA,NA,14.3122,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-03-22,0,78,264,121,NA,NA,0,0,1,0
National,NA,1999,13,2712,NA,NA,8.25959,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-03-29,0,42,121,61,NA,NA,0,0,0,0
National,NA,1999,14,2222,NA,NA,7.92079,NA,NA,ICL_NREVSS_Combined_prior_to_2015_16.csv,1999-04-05,0,27,110,38,NA,NA,0,0,1,0
