region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,source_file,week_start,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,b_vic,b_yam,h3n2v,a_h5,a_h1,a_unable_to_subtype
National,NA,2015,40,12029,84,43,1.05578,0.698312,0.357469,ICL_NREVSS_Clinical_Labs.csv,2015-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,41,13111,116,54,1.29662,0.884753,0.411868,ICL_NREVSS_Clinical_Labs.csv,2015-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,42,13441,97,52,1.10855,0.721672,0.386876,ICL_NREVSS_Clinical_Labs.csv,2015-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,43,13537,98,52,1.10807,0.723942,0.384132,ICL_NREVSS_Clinical_Labs.csv,2015-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,44,14687,97,68,1.12344,0.660448,0.462994,ICL_NREVSS_Clinical_Labs.csv,2015-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,45,15048,122,86,1.38224,0.810739,0.571505,ICL_NREVSS_Clinical_Labs.csv,2015-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,46,15250,84,98,1.19344,0.55082,0.64262300000000006,ICL_NREVSS_Clinical_Labs.csv,2015-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,47,15234,119,92,1.38506,0.781147,0.603912,ICL_NREVSS_Clinical_Labs.csv,2015-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,48,16201,145,81,1.39498,0.895006,0.499969,ICL_NREVSS_Clinical_Labs.csv,2015-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,49,16673,140,106,1.47544,0.839681,0.635758,ICL_NREVSS_Clinical_Labs.csv,2015-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,50,17358,244,192,2.51181,1.40569,1.10612,ICL_NREVSS_Clinical_Labs.csv,2015-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,51,16878,220,166,2.287,1.30347,0.983529,ICL_NREVSS_Clinical_Labs.csv,2015-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2015,52,18865,264,200,2.45958,1.39942,1.06016,ICL_NREVSS_Clinical_Labs.csv,2015-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,1,19786,396,184,2.93137,2.00142,0.92995,ICL_NREVSS_Clinical_Labs.csv,2016-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,2,18689,571,224,4.25384,3.05527,1.19857,ICL_NREVSS_Clinical_Labs.csv,2016-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,3,18798,716,315,5.48463,3.80892,1.67571,ICL_NREVSS_Clinical_Labs.csv,2016-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,4,20791,1035,412,6.95974,4.97812,1.98163,ICL_NREVSS_Clinical_Labs.csv,2016-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,5,22261,1572,587,9.69858,7.06168,2.6369,ICL_NREVSS_Clinical_Labs.csv,2016-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,6,24934,2265,864,12.5491,9.08398,3.46515,ICL_NREVSS_Clinical_Labs.csv,2016-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,7,27208,3135,1092,15.5359,11.5223,4.01353,ICL_NREVSS_Clinical_Labs.csv,2016-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,8,30966,4410,1276,18.3621,14.2414,4.12065,ICL_NREVSS_Clinical_Labs.csv,2016-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,9,33880,5523,1629,21.1098,16.3017,4.80815,ICL_NREVSS_Clinical_Labs.csv,2016-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,10,36781,6679,2018,23.6454,18.1588,5.48653,ICL_NREVSS_Clinical_Labs.csv,2016-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,11,34233,5047,1790,19.972,14.7431,5.22887,ICL_NREVSS_Clinical_Labs.csv,2016-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,12,30161,3919,1652,18.4709,12.9936,5.47727,ICL_NREVSS_Clinical_Labs.csv,2016-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,13,27603,2965,1514,16.2265,10.7416,5.48491,ICL_NREVSS_Clinical_Labs.csv,2016-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,14,23979,1971,1390,14.0164,8.21969,5.79674,ICL_NREVSS_Clinical_Labs.csv,2016-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,15,21683,1506,1364,13.2362,6.94553,6.29064,ICL_NREVSS_Clinical_Labs.csv,2016-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,16,19860,1123,1329,12.3464,5.65458,6.69184,ICL_NREVSS_Clinical_Labs.csv,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,17,17970,701,1143,10.2615,3.90095,6.3606,ICL_NREVSS_Clinical_Labs.csv,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,18,15380,427,822,8.12094,2.77633,5.3446,ICL_NREVSS_Clinical_Labs.csv,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,19,14090,280,662,6.68559,1.98722,4.69837,ICL_NREVSS_Clinical_Labs.csv,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,20,12545,224,505,5.81108,1.78557,4.02551,ICL_NREVSS_Clinical_Labs.csv,2016-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,21,11591,139,408,4.71918,1.19921,3.51997,ICL_NREVSS_Clinical_Labs.csv,2016-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,22,10067,82,226,3.0595,0.814543,2.24496,ICL_NREVSS_Clinical_Labs.csv,2016-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,23,9172,70,207,3.02006,0.763192,2.25687,ICL_NREVSS_Clinical_Labs.csv,2016-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,24,8364,59,94,1.82927,0.705404,1.12386,ICL_NREVSS_Clinical_Labs.csv,2016-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,25,7417,44,83,1.71228,0.593232,1.11905,ICL_NREVSS_Clinical_Labs.csv,2016-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,26,6298,26,51,1.22261,0.412829,0.809781,ICL_NREVSS_Clinical_Labs.csv,2016-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,27,5978,24,30,0.903312,0.401472,0.50184,ICL_NREVSS_Clinical_Labs.csv,2016-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,28,6328,24,31,0.869153,0.379267,0.489886,ICL_NREVSS_Clinical_Labs.csv,2016-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,29,5888,24,26,0.849185,0.407609,0.441576,ICL_NREVSS_Clinical_Labs.csv,2016-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,30,5756,20,25,0.781793,0.347464,0.434329,ICL_NREVSS_Clinical_Labs.csv,2016-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,31,5675,33,20,0.933921,0.581498,0.352423,ICL_NREVSS_Clinical_Labs.csv,2016-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,32,5773,22,30,0.900745,0.381084,0.51966,ICL_NREVSS_Clinical_Labs.csv,2016-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,33,5974,27,21,0.803482,0.451958,0.351523,ICL_NREVSS_Clinical_Labs.csv,2016-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,34,6264,63,25,1.40485,1.00575,0.399106,ICL_NREVSS_Clinical_Labs.csv,2016-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,35,7093,78,41,1.67771,1.09968,0.578035,ICL_NREVSS_Clinical_Labs.csv,2016-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,36,7732,57,56,1.46146,0.737196,0.724263,ICL_NREVSS_Clinical_Labs.csv,2016-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,37,8727,74,58,1.51255,0.847943,0.664604,ICL_NREVSS_Clinical_Labs.csv,2016-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,38,9418,97,67,1.74135,1.02994,0.711404,ICL_NREVSS_Clinical_Labs.csv,2016-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,39,10596,106,83,1.78369,1.00038,0.783314,ICL_NREVSS_Clinical_Labs.csv,2016-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,40,13380,120,90,1.56951,0.896861,0.672646,ICL_NREVSS_Clinical_Labs.csv,2016-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,41,14053,108,83,1.35914,0.768519,0.590621,ICL_NREVSS_Clinical_Labs.csv,2016-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,42,15110,115,97,1.40304,0.761085,0.641959,ICL_NREVSS_Clinical_Labs.csv,2016-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,43,15312,143,88,1.50862,0.933908,0.574713,ICL_NREVSS_Clinical_Labs.csv,2016-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,44,16652,201,118,1.91569,1.20706,0.708624,ICL_NREVSS_Clinical_Labs.csv,2016-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,45,17811,271,121,2.20089,1.52153,0.679355,ICL_NREVSS_Clinical_Labs.csv,2016-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,46,19060,347,144,2.57608,1.82057,0.755509,ICL_NREVSS_Clinical_Labs.csv,2016-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,47,18520,451,169,3.34773,2.43521,0.912527,ICL_NREVSS_Clinical_Labs.csv,2016-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,48,21542,532,183,3.3191,2.46959,0.849503,ICL_NREVSS_Clinical_Labs.csv,2016-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,49,20564,696,180,4.25987,3.38456,0.875316,ICL_NREVSS_Clinical_Labs.csv,2016-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,50,23476,1359,210,6.68342,5.78889,0.894531,ICL_NREVSS_Clinical_Labs.csv,2016-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,51,26934,2563,341,10.7819,9.51585,1.26606,ICL_NREVSS_Clinical_Labs.csv,2016-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2016,52,33273,4270,388,13.9993,12.8332,1.16611,ICL_NREVSS_Clinical_Labs.csv,2016-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,1,35028,4288,386,13.3436,12.2416,1.10198,ICL_NREVSS_Clinical_Labs.csv,2017-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,2,35198,4935,476,15.373,14.0207,1.35235,ICL_NREVSS_Clinical_Labs.csv,2017-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,3,36732,6062,655,18.2865,16.5033,1.78319,ICL_NREVSS_Clinical_Labs.csv,2017-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,4,38052,6254,797,18.5299,16.4354,2.0945,ICL_NREVSS_Clinical_Labs.csv,2017-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,5,41435,7779,1097,21.4215,18.774,2.64752,ICL_NREVSS_Clinical_Labs.csv,2017-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,6,47995,9702,1890,24.1525,20.2146,3.93791,ICL_NREVSS_Clinical_Labs.csv,2017-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,7,49356,9546,2552,24.5117,19.3411,5.1706,ICL_NREVSS_Clinical_Labs.csv,2017-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,8,47381,8763,2952,24.7251,18.4948,6.23035,ICL_NREVSS_Clinical_Labs.csv,2017-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,9,40431,5605,2389,19.772,13.8631,5.90883,ICL_NREVSS_Clinical_Labs.csv,2017-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,10,38487,4632,2785,19.2714,12.0352,7.23621,ICL_NREVSS_Clinical_Labs.csv,2017-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,11,36598,3795,3171,19.0338,10.3694,8.66441,ICL_NREVSS_Clinical_Labs.csv,2017-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,12,35188,3221,3715,19.7113,9.15369,10.5576,ICL_NREVSS_Clinical_Labs.csv,2017-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,13,32481,2345,3658,18.4816,7.21961,11.262,ICL_NREVSS_Clinical_Labs.csv,2017-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,14,28713,1443,2986,15.4251,5.0256,10.3995,ICL_NREVSS_Clinical_Labs.csv,2017-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,15,25001,902,2283,12.7395,3.60786,9.13163,ICL_NREVSS_Clinical_Labs.csv,2017-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,16,22091,567,1575,9.69626,2.56666,7.1296,ICL_NREVSS_Clinical_Labs.csv,2017-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,17,18795,326,946,6.76776,1.7345,5.03325,ICL_NREVSS_Clinical_Labs.csv,2017-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,18,16223,252,708,5.91752,1.55335,4.36417,ICL_NREVSS_Clinical_Labs.csv,2017-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,19,15302,232,584,5.33264,1.51614,3.81649,ICL_NREVSS_Clinical_Labs.csv,2017-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,20,14292,216,479,4.86286,1.51134,3.35153,ICL_NREVSS_Clinical_Labs.csv,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,21,12821,180,378,4.35223,1.40395,2.94829,ICL_NREVSS_Clinical_Labs.csv,2017-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,22,11644,171,314,4.16524,1.46857,2.69667,ICL_NREVSS_Clinical_Labs.csv,2017-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,23,10662,136,225,3.38586,1.27556,2.1103,ICL_NREVSS_Clinical_Labs.csv,2017-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,24,9568,131,162,3.06229,1.36915,1.69314,ICL_NREVSS_Clinical_Labs.csv,2017-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,25,8455,107,117,2.64932,1.26552,1.3838,ICL_NREVSS_Clinical_Labs.csv,2017-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,26,7498,94,96,2.53401,1.25367,1.28034,ICL_NREVSS_Clinical_Labs.csv,2017-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,27,7071,75,79,2.17791,1.06067,1.11724,ICL_NREVSS_Clinical_Labs.csv,2017-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,28,7394,92,68,2.16392,1.24425,0.919665,ICL_NREVSS_Clinical_Labs.csv,2017-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,29,7178,87,45,1.83895,1.21204,0.626916,ICL_NREVSS_Clinical_Labs.csv,2017-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,30,6755,72,50,1.80607,1.06588,0.740192,ICL_NREVSS_Clinical_Labs.csv,2017-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,31,6725,96,35,1.94796,1.42751,0.520446,ICL_NREVSS_Clinical_Labs.csv,2017-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,32,6893,76,55,1.90048,1.10257,0.797911,ICL_NREVSS_Clinical_Labs.csv,2017-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,33,7596,62,40,1.34281,0.816219,0.526593,ICL_NREVSS_Clinical_Labs.csv,2017-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,34,8160,80,37,1.43382,0.980392,0.453431,ICL_NREVSS_Clinical_Labs.csv,2017-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,35,9404,120,62,1.93535,1.27605,0.659294,ICL_NREVSS_Clinical_Labs.csv,2017-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,36,10381,128,68,1.88806,1.23302,0.655043,ICL_NREVSS_Clinical_Labs.csv,2017-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,37,11602,148,72,1.89622,1.27564,0.620583,ICL_NREVSS_Clinical_Labs.csv,2017-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,38,12699,137,75,1.66942,1.07883,0.590598,ICL_NREVSS_Clinical_Labs.csv,2017-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,39,13622,155,77,1.70313,1.13787,0.565262,ICL_NREVSS_Clinical_Labs.csv,2017-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,40,15532,230,112,2.20191,1.48081,0.721092,ICL_NREVSS_Clinical_Labs.csv,2017-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,41,16557,248,98,2.08975,1.49786,0.591895,ICL_NREVSS_Clinical_Labs.csv,2017-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,42,17827,278,110,2.17647,1.55943,0.617042,ICL_NREVSS_Clinical_Labs.csv,2017-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,43,18391,340,135,2.58279,1.84873,0.734055,ICL_NREVSS_Clinical_Labs.csv,2017-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,44,20015,503,219,3.60729,2.51312,1.09418,ICL_NREVSS_Clinical_Labs.csv,2017-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,45,21886,689,240,4.24472,3.14813,1.09659,ICL_NREVSS_Clinical_Labs.csv,2017-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,46,23794,939,322,5.29966,3.94637,1.35328,ICL_NREVSS_Clinical_Labs.csv,2017-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,47,23830,1336,353,7.0877,5.60638,1.48133,ICL_NREVSS_Clinical_Labs.csv,2017-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,48,27213,1552,436,7.30533,5.70316,1.60218,ICL_NREVSS_Clinical_Labs.csv,2017-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,49,30767,2479,827,10.7453,8.05733,2.68794,ICL_NREVSS_Clinical_Labs.csv,2017-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,50,35194,4560,844,15.3549,12.9568,2.39814,ICL_NREVSS_Clinical_Labs.csv,2017-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,51,48009,9237,1698,22.777,19.2401,3.53684,ICL_NREVSS_Clinical_Labs.csv,2017-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2017,52,55518,12002,2092,25.3864,21.6182,3.76815,ICL_NREVSS_Clinical_Labs.csv,2017-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,1,61316,13018,2535,25.3653,21.231,4.13432,ICL_NREVSS_Clinical_Labs.csv,2018-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,2,68276,15149,3246,26.9421,22.1879,4.75423,ICL_NREVSS_Clinical_Labs.csv,2018-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,3,69124,14782,3905,27.034,21.3848,5.64927,ICL_NREVSS_Clinical_Labs.csv,2018-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,4,80322,16634,5350,27.3698,20.7091,6.66069,ICL_NREVSS_Clinical_Labs.csv,2018-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,5,81687,15193,6915,27.0643,18.599,8.46524,ICL_NREVSS_Clinical_Labs.csv,2018-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,6,81391,14116,7858,26.9981,17.3434,9.65463,ICL_NREVSS_Clinical_Labs.csv,2018-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,7,74973,11371,8210,26.1174,15.1668,10.9506,ICL_NREVSS_Clinical_Labs.csv,2018-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,8,60034,7177,6400,22.6155,11.9549,10.6606,ICL_NREVSS_Clinical_Labs.csv,2018-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,9,48489,4405,4559,18.4867,9.08453,9.40213,ICL_NREVSS_Clinical_Labs.csv,2018-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,10,40978,2897,3534,15.6938,7.06965,8.62414,ICL_NREVSS_Clinical_Labs.csv,2018-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,11,36794,2349,3384,15.5813,6.38419,9.19715,ICL_NREVSS_Clinical_Labs.csv,2018-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,12,33442,2023,3103,15.328,6.04928,9.27875,ICL_NREVSS_Clinical_Labs.csv,2018-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,13,30668,1708,2927,15.1135,5.56932,9.54415,ICL_NREVSS_Clinical_Labs.csv,2018-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,14,27339,1132,2337,12.6888,4.1406,8.54823,ICL_NREVSS_Clinical_Labs.csv,2018-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,15,25052,901,1917,11.2486,3.59652,7.65208,ICL_NREVSS_Clinical_Labs.csv,2018-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,16,21483,595,1424,9.39813,2.76963,6.6285,ICL_NREVSS_Clinical_Labs.csv,2018-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,17,19328,472,1074,7.99876,2.44205,5.55671,ICL_NREVSS_Clinical_Labs.csv,2018-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,18,17095,346,724,6.25914,2.02398,4.23516,ICL_NREVSS_Clinical_Labs.csv,2018-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,19,14978,191,467,4.39311,1.2752,3.11791,ICL_NREVSS_Clinical_Labs.csv,2018-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,20,13013,176,236,3.16606,1.35249,1.81357,ICL_NREVSS_Clinical_Labs.csv,2018-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,21,11799,119,163,2.39003,1.00856,1.38147,ICL_NREVSS_Clinical_Labs.csv,2018-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,22,10789,76,89,1.52934,0.704421,0.824914,ICL_NREVSS_Clinical_Labs.csv,2018-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,23,9703,73,80,1.57683,0.752345,0.824487,ICL_NREVSS_Clinical_Labs.csv,2018-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,24,8929,51,65,1.29914,0.571173,0.727965,ICL_NREVSS_Clinical_Labs.csv,2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,25,8502,49,38,1.02329,0.576335,0.446954,ICL_NREVSS_Clinical_Labs.csv,2018-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,26,7723,57,29,1.11356,0.738055,0.375502,ICL_NREVSS_Clinical_Labs.csv,2018-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,27,6879,44,25,1.00305,0.639628,0.363425,ICL_NREVSS_Clinical_Labs.csv,2018-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,28,6986,51,13,0.916118,0.730031,0.186086,ICL_NREVSS_Clinical_Labs.csv,2018-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,29,6835,57,15,1.0534,0.833943,0.219459,ICL_NREVSS_Clinical_Labs.csv,2018-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,30,6733,48,19,0.995099,0.712907,0.282192,ICL_NREVSS_Clinical_Labs.csv,2018-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,31,6292,43,17,0.953592,0.683408,0.270184,ICL_NREVSS_Clinical_Labs.csv,2018-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,32,6790,43,22,0.95729,0.633284,0.324006,ICL_NREVSS_Clinical_Labs.csv,2018-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,33,7065,36,18,0.764331,0.509554,0.254777,ICL_NREVSS_Clinical_Labs.csv,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National,NA,2018,34,7783,77,27,1.33625,0.989336,0.34691,ICL_NREVSS_Clinical_Labs.csv,2018-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
